augustus-Nitab20-processed-gene-16.2	maker-Nitab13-augustus-gene-241.15
maker-Nitab03-pred_gff_Mikado_loci-gene-30.25	maker-Nitab14-augustus-gene-167.13
maker-Nitab20-augustus-gene-1116.14	maker-Nitab12-augustus-gene-802.1
maker-Nitab06-augustus-gene-779.18	maker-Nitab04-augustus-gene-808.15
maker-Nitab01-pred_gff_Mikado_loci-gene-32.17	maker-Nitab23-pred_gff_Mikado_loci-gene-90.0
maker-Nitab06-pred_gff_Mikado_loci-gene-139.2	maker-Nitab04-augustus-gene-1236.5
maker-Nitab08-pred_gff_Mikado_loci-gene-1070.11	maker-Nitab04-augustus-gene-346.0
maker-Nitab08-augustus-gene-1725.8	maker-Nitab21-augustus-gene-1009.8
maker-Nitab03-augustus-gene-845.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1156.1
maker-Nitab16-pred_gff_Mikado_loci-gene-737.0	maker-Nitab24-pred_gff_Mikado_loci-gene-453.0
maker-Nitab08-augustus-gene-1010.1	maker-Nitab22-pred_gff_Mikado_loci-gene-576.2
augustus-Nitab16-processed-gene-374.15	maker-Nitab09-pred_gff_Mikado_loci-gene-757.2
maker-Nitab08-pred_gff_Mikado_loci-gene-219.0	maker-Nitab22-pred_gff_Mikado_loci-gene-38.21
augustus-Nitab07-processed-gene-410.13	maker-Nitab19-augustus-gene-1197.0
maker-Nitab07-pred_gff_Mikado_loci-gene-828.0	maker-Nitab14-pred_gff_Mikado_loci-gene-476.4
maker-Nitab11-pred_gff_Mikado_loci-gene-388.6	maker-Nitab13-pred_gff_Mikado_loci-gene-261.0
maker-Nitab03-pred_gff_Mikado_loci-gene-1733.1	maker-Nitab17-pred_gff_Mikado_loci-gene-1218.3
maker-Nitab08-pred_gff_Mikado_loci-gene-304.27	maker-Nitab23-augustus-gene-402.2
maker-Nitab06-pred_gff_Mikado_loci-gene-72.2	augustus-Nitab04-processed-gene-1295.2
maker-Nitab05-augustus-gene-318.5	maker-Nitab24-augustus-gene-135.9
maker-Nitab07-augustus-gene-95.33	maker-Nitab19-augustus-gene-742.11
maker-Nitab20-augustus-gene-1107.4	maker-Nitab12-augustus-gene-832.14
maker-Nitab03-augustus-gene-1721.31	maker-Nitab04-augustus-gene-493.0
maker-Nitab11-augustus-gene-1334.1	maker-Nitab19-augustus-gene-1466.18
maker-Nitab08-augustus-gene-22.0	maker-Nitab22-augustus-gene-385.3
maker-Nitab07-augustus-gene-1535.1	maker-Nitab14-pred_gff_Mikado_loci-gene-68.0
maker-Nitab22-pred_gff_Mikado_loci-gene-2097.12	maker-Nitab18-augustus-gene-332.17
maker-Nitab06-augustus-gene-441.3	maker-Nitab04-augustus-gene-996.9
maker-Nitab20-augustus-gene-1283.4	maker-Nitab04-augustus-gene-56.9
maker-Nitab01-pred_gff_Mikado_loci-gene-132.0	maker-Nitab23-pred_gff_Mikado_loci-gene-213.10
maker-Nitab08-pred_gff_Mikado_loci-gene-1095.8	maker-Nitab22-augustus-gene-771.0
maker-Nitab22-pred_gff_Mikado_loci-gene-1649.12	augustus-Nitab19-processed-gene-414.2
maker-Nitab03-augustus-gene-1059.9	maker-Nitab17-pred_gff_Mikado_loci-gene-574.23
augustus-Nitab11-processed-gene-39.26	maker-Nitab23-pred_gff_Mikado_loci-gene-1363.8
maker-Nitab22-pred_gff_Mikado_loci-gene-1092.0	maker-Nitab19-augustus-gene-704.18
maker-Nitab03-augustus-gene-772.35	maker-Nitab17-augustus-gene-1753.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1026.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1138.0
maker-Nitab11-pred_gff_Mikado_loci-gene-1140.0	maker-Nitab13-pred_gff_Mikado_loci-gene-769.8
maker-Nitab05-augustus-gene-646.12	maker-Nitab15-augustus-gene-912.7
maker-Nitab07-augustus-gene-100.11	maker-Nitab19-pred_gff_Mikado_loci-gene-919.22
maker-Nitab20-pred_gff_Mikado_loci-gene-605.0	maker-Nitab04-pred_gff_Mikado_loci-gene-346.29
maker-Nitab05-augustus-gene-1561.0	augustus-Nitab15-processed-gene-1182.7
maker-Nitab06-pred_gff_Mikado_loci-gene-1135.10	maker-Nitab09-augustus-gene-828.19
maker-Nitab03-augustus-gene-1715.58	augustus-Nitab17-processed-gene-1237.0
maker-Nitab20-augustus-gene-1255.4	maker-Nitab15-augustus-gene-147.14
maker-Nitab06-pred_gff_Mikado_loci-gene-1486.18	maker-Nitab09-augustus-gene-684.0
maker-Nitab22-augustus-gene-2117.1	maker-Nitab23-augustus-gene-536.12
maker-Nitab01-augustus-gene-333.3	maker-Nitab23-pred_gff_Mikado_loci-gene-449.2
maker-Nitab05-augustus-gene-1104.10	maker-Nitab24-augustus-gene-37.13
maker-Nitab16-augustus-gene-104.3	maker-Nitab23-augustus-gene-1410.7
maker-Nitab20-augustus-gene-1205.11	maker-Nitab09-pred_gff_Mikado_loci-gene-501.0
maker-Nitab11-augustus-gene-651.2	maker-Nitab13-pred_gff_Mikado_loci-gene-958.11
maker-Nitab18-augustus-gene-1108.9	maker-Nitab09-pred_gff_Mikado_loci-gene-491.0
maker-Nitab07-augustus-gene-437.3	maker-Nitab19-pred_gff_Mikado_loci-gene-1251.12
maker-Nitab03-pred_gff_Mikado_loci-gene-1497.69	maker-Nitab17-pred_gff_Mikado_loci-gene-1391.7
augustus-Nitab05-processed-gene-1103.0	augustus-Nitab15-processed-gene-421.2
maker-Nitab21-pred_gff_Mikado_loci-gene-454.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1303.3
maker-Nitab20-pred_gff_Mikado_loci-gene-152.3	maker-Nitab09-pred_gff_Mikado_loci-gene-786.1
maker-Nitab08-pred_gff_Mikado_loci-gene-489.0	maker-Nitab12-augustus-gene-711.0
maker-Nitab07-augustus-gene-1261.3	maker-Nitab14-pred_gff_Mikado_loci-gene-270.0
maker-Nitab08-augustus-gene-89.3	maker-Nitab22-augustus-gene-148.17
maker-Nitab05-pred_gff_Mikado_loci-gene-1199.5	maker-Nitab19-pred_gff_Mikado_loci-gene-1225.9
maker-Nitab05-pred_gff_Mikado_loci-gene-537.1	maker-Nitab15-augustus-gene-624.2
maker-Nitab11-augustus-gene-54.0	maker-Nitab23-augustus-gene-1345.0
maker-Nitab17-augustus-gene-895.13	maker-Nitab17-pred_gff_Mikado_loci-gene-1661.18
maker-Nitab20-augustus-gene-895.1	maker-Nitab12-pred_gff_Mikado_loci-gene-1040.13
maker-Nitab03-pred_gff_Mikado_loci-gene-1209.8	maker-Nitab17-pred_gff_Mikado_loci-gene-1531.13
maker-Nitab01-pred_gff_Mikado_loci-gene-249.2	maker-Nitab23-augustus-gene-397.13
maker-Nitab22-pred_gff_Mikado_loci-gene-1502.2	maker-Nitab19-pred_gff_Mikado_loci-gene-611.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1289.7	maker-Nitab04-augustus-gene-171.12
maker-Nitab03-augustus-gene-1570.6	maker-Nitab12-augustus-gene-1158.7
maker-Nitab03-pred_gff_Mikado_loci-gene-622.10	maker-Nitab17-pred_gff_Mikado_loci-gene-1218.6
maker-Nitab08-augustus-gene-32.5	maker-Nitab22-augustus-gene-390.5
maker-Nitab03-pred_gff_Mikado_loci-gene-1740.44	maker-Nitab17-pred_gff_Mikado_loci-gene-1211.7
maker-Nitab08-augustus-gene-1327.0	maker-Nitab02-augustus-gene-745.11
maker-Nitab06-augustus-gene-830.5	maker-Nitab04-augustus-gene-768.6
maker-Nitab08-pred_gff_Mikado_loci-gene-29.2	maker-Nitab24-pred_gff_Mikado_loci-gene-505.0
maker-Nitab05-pred_gff_Mikado_loci-gene-389.22	maker-Nitab15-pred_gff_Mikado_loci-gene-32.41
maker-Nitab20-augustus-gene-696.3	maker-Nitab24-augustus-gene-647.0
maker-Nitab01-augustus-gene-184.0	maker-Nitab07-pred_gff_Mikado_loci-gene-207.34
maker-Nitab11-augustus-gene-1141.1	maker-Nitab24-augustus-gene-268.14
maker-Nitab03-pred_gff_Mikado_loci-gene-539.0	maker-Nitab14-augustus-gene-797.7
maker-Nitab07-pred_gff_Mikado_loci-gene-352.23	maker-Nitab19-pred_gff_Mikado_loci-gene-1161.3
maker-Nitab16-augustus-gene-1386.5	maker-Nitab12-augustus-gene-1061.0
maker-Nitab06-pred_gff_Mikado_loci-gene-1412.1	maker-Nitab04-augustus-gene-415.5
maker-Nitab18-augustus-gene-380.29	maker-Nitab04-pred_gff_Mikado_loci-gene-24.0
maker-Nitab11-pred_gff_Mikado_loci-gene-1053.0	maker-Nitab13-augustus-gene-803.13
maker-Nitab07-pred_gff_Mikado_loci-gene-1467.14	maker-Nitab19-augustus-gene-1149.12
maker-Nitab21-augustus-gene-12.0	maker-Nitab14-augustus-gene-1144.11
maker-Nitab05-pred_gff_Mikado_loci-gene-870.14	maker-Nitab04-augustus-gene-1263.9
maker-Nitab03-augustus-gene-686.9	maker-Nitab14-pred_gff_Mikado_loci-gene-847.0
maker-Nitab18-pred_gff_Mikado_loci-gene-277.0	maker-Nitab23-augustus-gene-1194.14
augustus-Nitab20-processed-gene-476.2	maker-Nitab24-augustus-gene-712.0
maker-Nitab20-augustus-gene-621.1	maker-Nitab04-augustus-gene-325.12
maker-Nitab20-pred_gff_Mikado_loci-gene-1127.0	maker-Nitab15-augustus-gene-255.5
maker-Nitab01-pred_gff_Mikado_loci-gene-240.0	maker-Nitab23-pred_gff_Mikado_loci-gene-389.2
maker-Nitab11-augustus-gene-1437.5	maker-Nitab13-augustus-gene-37.2
maker-Nitab06-augustus-gene-1248.7	maker-Nitab04-augustus-gene-468.12
maker-Nitab08-augustus-gene-190.9	maker-Nitab22-augustus-gene-68.10
maker-Nitab07-augustus-gene-217.14	maker-Nitab19-pred_gff_Mikado_loci-gene-996.0
augustus-Nitab18-processed-gene-61.1	maker-Nitab15-augustus-gene-21.17
maker-Nitab20-pred_gff_Mikado_loci-gene-1221.2	augustus-Nitab04-processed-gene-25.0
maker-Nitab01-augustus-gene-20.10	maker-Nitab23-augustus-gene-73.5
maker-Nitab11-augustus-gene-1181.7	maker-Nitab13-augustus-gene-267.10
maker-Nitab08-augustus-gene-1246.3	maker-Nitab04-augustus-gene-45.16
maker-Nitab03-augustus-gene-557.9	maker-Nitab14-augustus-gene-752.8
maker-Nitab20-augustus-gene-436.6	maker-Nitab24-augustus-gene-403.31
augustus-Nitab11-processed-gene-993.1	maker-Nitab21-augustus-gene-952.27
augustus-Nitab05-processed-gene-98.3	maker-Nitab17-augustus-gene-1555.0
maker-Nitab01-augustus-gene-1653.4	maker-Nitab23-augustus-gene-1227.2
maker-Nitab18-augustus-gene-441.30	maker-Nitab22-pred_gff_Mikado_loci-gene-567.21
maker-Nitab03-augustus-gene-1732.11	maker-Nitab17-pred_gff_Mikado_loci-gene-1221.32
augustus-Nitab06-processed-gene-1740.10	maker-Nitab17-augustus-gene-1374.22
augustus-Nitab17-processed-gene-70.27	maker-Nitab17-pred_gff_Mikado_loci-gene-164.0
maker-Nitab03-pred_gff_Mikado_loci-gene-991.0	maker-Nitab14-augustus-gene-976.16
augustus-Nitab18-processed-gene-20.7	maker-Nitab09-pred_gff_Mikado_loci-gene-1136.8
maker-Nitab21-augustus-gene-236.2	maker-Nitab14-augustus-gene-942.9
maker-Nitab08-pred_gff_Mikado_loci-gene-307.12	maker-Nitab22-pred_gff_Mikado_loci-gene-250.6
maker-Nitab06-augustus-gene-1483.17	maker-Nitab06-pred_gff_Mikado_loci-gene-1526.8
maker-Nitab06-augustus-gene-1498.0	augustus-Nitab04-processed-gene-358.32
augustus-Nitab10-processed-gene-784.6	maker-Nitab02-augustus-gene-723.42
maker-Nitab05-augustus-gene-1229.7	maker-Nitab15-pred_gff_Mikado_loci-gene-566.15
maker-Nitab11-augustus-gene-1258.6	maker-Nitab13-pred_gff_Mikado_loci-gene-204.0
augustus-Nitab08-processed-gene-4.7	augustus-Nitab22-processed-gene-349.23
maker-Nitab07-augustus-gene-454.0	maker-Nitab19-augustus-gene-1265.5
maker-Nitab01-augustus-gene-30.21	augustus-Nitab23-processed-gene-89.1
maker-Nitab06-augustus-gene-871.11	maker-Nitab19-augustus-gene-818.14
maker-Nitab03-augustus-gene-480.1	maker-Nitab17-pred_gff_Mikado_loci-gene-453.24
maker-Nitab20-augustus-gene-801.6	maker-Nitab15-augustus-gene-362.12
maker-Nitab07-augustus-gene-65.18	augustus-Nitab19-processed-gene-821.20
maker-Nitab11-pred_gff_Mikado_loci-gene-349.2	maker-Nitab19-augustus-gene-840.8
maker-Nitab06-augustus-gene-1385.3	maker-Nitab04-pred_gff_Mikado_loci-gene-435.22
maker-Nitab11-pred_gff_Mikado_loci-gene-604.0	maker-Nitab13-pred_gff_Mikado_loci-gene-1008.0
maker-Nitab20-augustus-gene-718.1	maker-Nitab24-pred_gff_Mikado_loci-gene-12.0
maker-Nitab22-augustus-gene-842.0	maker-Nitab17-augustus-gene-1276.8
maker-Nitab07-pred_gff_Mikado_loci-gene-272.2	maker-Nitab07-pred_gff_Mikado_loci-gene-251.0
maker-Nitab03-augustus-gene-610.33	maker-Nitab17-augustus-gene-968.16
maker-Nitab08-augustus-gene-1671.22	maker-Nitab21-augustus-gene-962.26
maker-Nitab10-pred_gff_Mikado_loci-gene-1058.4	maker-Nitab02-pred_gff_Mikado_loci-gene-983.18
augustus-Nitab03-processed-gene-1713.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1241.9
maker-Nitab22-augustus-gene-1550.1	maker-Nitab19-augustus-gene-633.0
maker-Nitab22-pred_gff_Mikado_loci-gene-865.5	maker-Nitab14-augustus-gene-764.13
maker-Nitab08-pred_gff_Mikado_loci-gene-555.0	maker-Nitab22-augustus-gene-484.5
maker-Nitab10-augustus-gene-1071.0	maker-Nitab02-augustus-gene-949.28
maker-Nitab18-augustus-gene-318.2	maker-Nitab09-augustus-gene-1028.37
maker-Nitab08-pred_gff_Mikado_loci-gene-973.4	maker-Nitab22-pred_gff_Mikado_loci-gene-597.0
maker-Nitab21-pred_gff_Mikado_loci-gene-122.21	maker-Nitab17-pred_gff_Mikado_loci-gene-1312.2
maker-Nitab01-augustus-gene-489.2	maker-Nitab23-augustus-gene-541.1
maker-Nitab11-pred_gff_Mikado_loci-gene-1451.1	maker-Nitab23-pred_gff_Mikado_loci-gene-1206.6
maker-Nitab20-augustus-gene-1134.2	maker-Nitab15-pred_gff_Mikado_loci-gene-1215.17
augustus-Nitab16-processed-gene-157.0	augustus-Nitab16-processed-gene-156.2
maker-Nitab20-augustus-gene-707.2	augustus-Nitab24-processed-gene-720.4
maker-Nitab16-pred_gff_Mikado_loci-gene-1195.0	maker-Nitab12-pred_gff_Mikado_loci-gene-926.0
maker-Nitab08-pred_gff_Mikado_loci-gene-598.8	maker-Nitab22-augustus-gene-550.9
maker-Nitab08-pred_gff_Mikado_loci-gene-304.24	maker-Nitab22-augustus-gene-256.7
maker-Nitab01-pred_gff_Mikado_loci-gene-676.7	maker-Nitab15-pred_gff_Mikado_loci-gene-1131.8
maker-Nitab05-augustus-gene-1584.3	augustus-Nitab15-processed-gene-1053.0
maker-Nitab17-augustus-gene-42.10	maker-Nitab17-pred_gff_Mikado_loci-gene-175.2
augustus-Nitab10-processed-gene-1369.10	maker-Nitab02-pred_gff_Mikado_loci-gene-1159.212
maker-Nitab16-pred_gff_Mikado_loci-gene-36.0	maker-Nitab02-augustus-gene-1156.7
augustus-Nitab01-processed-gene-61.3	maker-Nitab15-augustus-gene-1227.2
maker-Nitab03-pred_gff_Mikado_loci-gene-1177.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1550.11
maker-Nitab20-pred_gff_Mikado_loci-gene-869.3	maker-Nitab17-pred_gff_Mikado_loci-gene-1057.4
maker-Nitab06-augustus-gene-35.1	maker-Nitab04-augustus-gene-1340.9
maker-Nitab11-augustus-gene-556.4	maker-Nitab13-augustus-gene-1265.6
maker-Nitab11-pred_gff_Mikado_loci-gene-1426.23	maker-Nitab14-augustus-gene-94.7
maker-Nitab18-pred_gff_Mikado_loci-gene-62.1	maker-Nitab09-augustus-gene-1126.0
augustus-Nitab08-processed-gene-1.8	maker-Nitab22-pred_gff_Mikado_loci-gene-310.5
maker-Nitab21-augustus-gene-10.23	maker-Nitab14-pred_gff_Mikado_loci-gene-124.22
maker-Nitab05-augustus-gene-852.15	maker-Nitab24-augustus-gene-61.4
maker-Nitab20-augustus-gene-498.3	maker-Nitab24-pred_gff_Mikado_loci-gene-92.3
maker-Nitab10-pred_gff_Mikado_loci-gene-56.12	maker-Nitab02-augustus-gene-47.4
augustus-Nitab16-processed-gene-13.31	maker-Nitab24-pred_gff_Mikado_loci-gene-30.21
maker-Nitab20-augustus-gene-856.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1054.23
maker-Nitab10-pred_gff_Mikado_loci-gene-947.6	augustus-Nitab01-processed-gene-1860.8
maker-Nitab03-pred_gff_Mikado_loci-gene-944.4	maker-Nitab17-augustus-gene-1739.10
maker-Nitab03-pred_gff_Mikado_loci-gene-95.2	maker-Nitab17-pred_gff_Mikado_loci-gene-349.6
maker-Nitab03-augustus-gene-965.7	augustus-Nitab14-processed-gene-253.5
maker-Nitab08-augustus-gene-771.2	maker-Nitab17-augustus-gene-812.0
maker-Nitab08-augustus-gene-1710.14	maker-Nitab21-augustus-gene-1008.18
maker-Nitab07-pred_gff_Mikado_loci-gene-1427.2	maker-Nitab12-augustus-gene-968.1
maker-Nitab20-augustus-gene-1105.0	maker-Nitab15-pred_gff_Mikado_loci-gene-264.6
maker-Nitab20-pred_gff_Mikado_loci-gene-756.6	augustus-Nitab15-processed-gene-156.13
maker-Nitab22-pred_gff_Mikado_loci-gene-2127.0	augustus-Nitab09-processed-gene-908.9
maker-Nitab01-augustus-gene-1.10	augustus-Nitab23-processed-gene-29.13
maker-Nitab22-pred_gff_Mikado_loci-gene-1133.1	maker-Nitab22-pred_gff_Mikado_loci-gene-1138.1
maker-Nitab06-pred_gff_Mikado_loci-gene-130.4	augustus-Nitab24-processed-gene-49.5
augustus-Nitab08-processed-gene-1643.8	maker-Nitab21-augustus-gene-942.6
maker-Nitab01-augustus-gene-1735.5	maker-Nitab23-pred_gff_Mikado_loci-gene-1274.3
maker-Nitab05-augustus-gene-806.10	maker-Nitab24-augustus-gene-34.8
maker-Nitab05-augustus-gene-637.1	maker-Nitab15-augustus-gene-810.6
maker-Nitab07-pred_gff_Mikado_loci-gene-1490.0	maker-Nitab14-pred_gff_Mikado_loci-gene-113.11
maker-Nitab02-pred_gff_Mikado_loci-gene-966.4	maker-Nitab02-augustus-gene-986.12
maker-Nitab18-augustus-gene-193.4	maker-Nitab18-augustus-gene-73.5
maker-Nitab05-augustus-gene-859.2	maker-Nitab24-pred_gff_Mikado_loci-gene-57.0
maker-Nitab05-augustus-gene-1277.7	maker-Nitab21-augustus-gene-508.3
maker-Nitab07-pred_gff_Mikado_loci-gene-1351.0	maker-Nitab14-pred_gff_Mikado_loci-gene-180.1
maker-Nitab07-augustus-gene-461.11	maker-Nitab19-pred_gff_Mikado_loci-gene-1271.8
maker-Nitab10-pred_gff_Mikado_loci-gene-1430.1	maker-Nitab02-augustus-gene-1218.61
maker-Nitab07-augustus-gene-275.27	maker-Nitab19-augustus-gene-1034.19
augustus-Nitab07-processed-gene-366.3	maker-Nitab09-pred_gff_Mikado_loci-gene-1153.2
maker-Nitab18-augustus-gene-95.2	maker-Nitab09-pred_gff_Mikado_loci-gene-1122.0
maker-Nitab06-pred_gff_Mikado_loci-gene-853.6	maker-Nitab04-augustus-gene-755.3
maker-Nitab03-augustus-gene-1368.4	maker-Nitab03-augustus-gene-1337.3
maker-Nitab14-augustus-gene-25.4	augustus-Nitab14-processed-gene-56.0
maker-Nitab10-augustus-gene-778.8	maker-Nitab02-pred_gff_Mikado_loci-gene-720.15
maker-Nitab01-augustus-gene-1835.21	maker-Nitab12-pred_gff_Mikado_loci-gene-23.11
maker-Nitab06-augustus-gene-1879.2	maker-Nitab04-pred_gff_Mikado_loci-gene-240.3
maker-Nitab03-augustus-gene-1471.1	maker-Nitab17-pred_gff_Mikado_loci-gene-1405.12
maker-Nitab03-augustus-gene-1395.21	maker-Nitab17-augustus-gene-1457.26
maker-Nitab01-pred_gff_Mikado_loci-gene-1524.12	maker-Nitab23-augustus-gene-967.0
maker-Nitab01-augustus-gene-6.10	maker-Nitab15-augustus-gene-199.6
maker-Nitab22-pred_gff_Mikado_loci-gene-1815.2	maker-Nitab19-augustus-gene-277.4
maker-Nitab20-augustus-gene-725.2	maker-Nitab09-pred_gff_Mikado_loci-gene-775.1
augustus-Nitab03-processed-gene-1045.2	augustus-Nitab17-processed-gene-1624.1
augustus-Nitab07-processed-gene-1127.15	maker-Nitab22-pred_gff_Mikado_loci-gene-274.13
maker-Nitab06-pred_gff_Mikado_loci-gene-1147.1	maker-Nitab04-augustus-gene-600.2
maker-Nitab07-pred_gff_Mikado_loci-gene-169.55	maker-Nitab19-augustus-gene-1039.16
maker-Nitab18-augustus-gene-958.1	maker-Nitab09-augustus-gene-295.4
augustus-Nitab18-processed-gene-443.2	maker-Nitab13-pred_gff_Mikado_loci-gene-714.0
maker-Nitab08-augustus-gene-1263.2	maker-Nitab21-pred_gff_Mikado_loci-gene-560.4
maker-Nitab03-augustus-gene-1618.4	maker-Nitab03-augustus-gene-1339.2
maker-Nitab22-augustus-gene-1940.10	maker-Nitab22-augustus-gene-478.2
maker-Nitab08-augustus-gene-658.2	maker-Nitab22-augustus-gene-713.9
maker-Nitab06-pred_gff_Mikado_loci-gene-1428.3	maker-Nitab02-pred_gff_Mikado_loci-gene-618.0
maker-Nitab01-augustus-gene-1842.8	maker-Nitab12-pred_gff_Mikado_loci-gene-30.15
maker-Nitab05-augustus-gene-293.8	maker-Nitab24-augustus-gene-126.10
augustus-Nitab22-processed-gene-1786.0	maker-Nitab13-augustus-gene-1226.2
maker-Nitab07-augustus-gene-319.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1130.20
maker-Nitab16-augustus-gene-1289.1	maker-Nitab12-augustus-gene-1044.0
maker-Nitab18-augustus-gene-1025.2	maker-Nitab04-pred_gff_Mikado_loci-gene-134.3
maker-Nitab05-augustus-gene-256.3	maker-Nitab24-augustus-gene-261.6
maker-Nitab07-pred_gff_Mikado_loci-gene-1415.0	maker-Nitab14-augustus-gene-149.1
maker-Nitab01-augustus-gene-1269.11	maker-Nitab01-pred_gff_Mikado_loci-gene-1607.1
maker-Nitab01-augustus-gene-1804.5	maker-Nitab12-augustus-gene-60.9
maker-Nitab01-augustus-gene-639.27	maker-Nitab23-pred_gff_Mikado_loci-gene-892.1
maker-Nitab03-augustus-gene-1003.25	maker-Nitab14-pred_gff_Mikado_loci-gene-977.0
maker-Nitab16-augustus-gene-1253.3	maker-Nitab12-augustus-gene-1004.1
augustus-Nitab01-processed-gene-1565.2	augustus-Nitab01-processed-gene-1895.26
maker-Nitab11-pred_gff_Mikado_loci-gene-601.0	maker-Nitab13-pred_gff_Mikado_loci-gene-1009.1
augustus-Nitab05-processed-gene-378.4	maker-Nitab24-pred_gff_Mikado_loci-gene-186.0
maker-Nitab16-pred_gff_Mikado_loci-gene-329.0	maker-Nitab12-pred_gff_Mikado_loci-gene-182.1
maker-Nitab18-augustus-gene-843.5	maker-Nitab09-augustus-gene-433.4
maker-Nitab08-augustus-gene-142.8	maker-Nitab04-augustus-gene-241.15
maker-Nitab10-augustus-gene-1268.5	maker-Nitab02-augustus-gene-1095.2
maker-Nitab17-pred_gff_Mikado_loci-gene-69.8	maker-Nitab17-pred_gff_Mikado_loci-gene-162.0
maker-Nitab18-pred_gff_Mikado_loci-gene-570.0	maker-Nitab11-pred_gff_Mikado_loci-gene-62.5
augustus-Nitab20-processed-gene-960.4	maker-Nitab02-augustus-gene-349.12
maker-Nitab10-augustus-gene-1448.5	maker-Nitab02-augustus-gene-1226.16
maker-Nitab05-augustus-gene-1147.3	maker-Nitab15-augustus-gene-687.0
maker-Nitab08-augustus-gene-702.4	maker-Nitab22-augustus-gene-675.8
maker-Nitab08-augustus-gene-325.3	maker-Nitab22-augustus-gene-238.4
augustus-Nitab22-processed-gene-329.2	augustus-Nitab22-processed-gene-261.0
maker-Nitab11-pred_gff_Mikado_loci-gene-210.5	maker-Nitab13-pred_gff_Mikado_loci-gene-1290.0
maker-Nitab06-pred_gff_Mikado_loci-gene-917.0	maker-Nitab24-pred_gff_Mikado_loci-gene-357.3
maker-Nitab21-augustus-gene-69.0	maker-Nitab03-pred_gff_Mikado_loci-gene-1341.1
maker-Nitab17-augustus-gene-129.5	maker-Nitab17-augustus-gene-781.0
maker-Nitab22-augustus-gene-1457.10	augustus-Nitab17-processed-gene-1587.3
augustus-Nitab22-processed-gene-1865.0	maker-Nitab19-augustus-gene-321.0
maker-Nitab10-pred_gff_Mikado_loci-gene-278.0	maker-Nitab10-pred_gff_Mikado_loci-gene-260.17
maker-Nitab16-pred_gff_Mikado_loci-gene-323.0	maker-Nitab24-pred_gff_Mikado_loci-gene-1071.0
maker-Nitab05-augustus-gene-1548.32	maker-Nitab23-augustus-gene-314.3
maker-Nitab01-augustus-gene-1742.4	maker-Nitab23-augustus-gene-1281.8
maker-Nitab07-augustus-gene-708.5	maker-Nitab23-augustus-gene-1137.5
maker-Nitab20-augustus-gene-606.0	maker-Nitab04-pred_gff_Mikado_loci-gene-347.1
maker-Nitab07-pred_gff_Mikado_loci-gene-23.12	maker-Nitab24-pred_gff_Mikado_loci-gene-375.1
maker-Nitab05-pred_gff_Mikado_loci-gene-906.3	maker-Nitab24-pred_gff_Mikado_loci-gene-225.4
augustus-Nitab01-processed-gene-9.38	maker-Nitab23-augustus-gene-33.11
maker-Nitab05-augustus-gene-545.0	maker-Nitab19-augustus-gene-105.7
maker-Nitab21-pred_gff_Mikado_loci-gene-264.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1183.5
maker-Nitab01-augustus-gene-710.0	maker-Nitab23-augustus-gene-680.0
augustus-Nitab03-processed-gene-1263.3	maker-Nitab17-augustus-gene-1504.10
maker-Nitab06-augustus-gene-663.9	maker-Nitab22-augustus-gene-28.7
maker-Nitab22-augustus-gene-914.6	maker-Nitab17-pred_gff_Mikado_loci-gene-1240.2
maker-Nitab20-pred_gff_Mikado_loci-gene-953.0	augustus-Nitab23-processed-gene-2.0
maker-Nitab16-pred_gff_Mikado_loci-gene-867.13	maker-Nitab12-pred_gff_Mikado_loci-gene-692.9
maker-Nitab07-pred_gff_Mikado_loci-gene-816.6	maker-Nitab14-pred_gff_Mikado_loci-gene-471.0
maker-Nitab05-augustus-gene-385.3	maker-Nitab24-augustus-gene-182.4
maker-Nitab11-pred_gff_Mikado_loci-gene-579.12	maker-Nitab13-augustus-gene-1023.2
maker-Nitab01-augustus-gene-1689.8	maker-Nitab17-augustus-gene-1322.9
maker-Nitab03-augustus-gene-763.8	augustus-Nitab14-processed-gene-53.6
maker-Nitab11-pred_gff_Mikado_loci-gene-785.1	maker-Nitab13-pred_gff_Mikado_loci-gene-712.0
maker-Nitab03-pred_gff_Mikado_loci-gene-1282.5	maker-Nitab14-augustus-gene-1095.5
maker-Nitab22-augustus-gene-1702.0	maker-Nitab19-pred_gff_Mikado_loci-gene-350.2
maker-Nitab20-pred_gff_Mikado_loci-gene-1245.0	maker-Nitab15-pred_gff_Mikado_loci-gene-166.20
augustus-Nitab22-processed-gene-1790.24	maker-Nitab19-pred_gff_Mikado_loci-gene-294.0
maker-Nitab01-pred_gff_Mikado_loci-gene-1556.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1452.6
maker-Nitab06-pred_gff_Mikado_loci-gene-1676.2	maker-Nitab22-augustus-gene-388.8
