augustus-Nitab20-processed-gene-152.38	maker-Nitab19-augustus-gene-1209.0
maker-Nitab01-augustus-gene-1835.10	maker-Nitab02-pred_gff_Mikado_loci-gene-783.1
maker-Nitab08-augustus-gene-26.11	maker-Nitab22-augustus-gene-383.9
maker-Nitab06-augustus-gene-900.9	maker-Nitab13-augustus-gene-582.3
augustus-Nitab11-processed-gene-423.4	maker-Nitab13-augustus-gene-1059.4
maker-Nitab20-augustus-gene-742.8	maker-Nitab15-pred_gff_Mikado_loci-gene-1081.10
maker-Nitab07-augustus-gene-183.24	maker-Nitab19-augustus-gene-1048.10
maker-Nitab11-augustus-gene-894.10	maker-Nitab19-pred_gff_Mikado_loci-gene-1455.9
augustus-Nitab03-processed-gene-984.0	maker-Nitab14-pred_gff_Mikado_loci-gene-969.3
maker-Nitab16-augustus-gene-291.4	maker-Nitab12-pred_gff_Mikado_loci-gene-141.1
maker-Nitab16-augustus-gene-7.11	maker-Nitab23-augustus-gene-1478.4
maker-Nitab17-augustus-gene-410.7	maker-Nitab18-pred_gff_Mikado_loci-gene-88.1
maker-Nitab08-augustus-gene-24.32	maker-Nitab04-pred_gff_Mikado_loci-gene-42.26
maker-Nitab05-pred_gff_Mikado_loci-gene-406.0	maker-Nitab13-augustus-gene-279.0
maker-Nitab01-augustus-gene-727.2	maker-Nitab23-augustus-gene-679.6
maker-Nitab22-augustus-gene-1942.0	augustus-Nitab19-processed-gene-165.8
maker-Nitab11-augustus-gene-1129.1	maker-Nitab13-augustus-gene-291.2
augustus-Nitab05-processed-gene-1331.0	maker-Nitab15-augustus-gene-1000.0
maker-Nitab08-augustus-gene-142.8	maker-Nitab04-augustus-gene-241.15
maker-Nitab08-augustus-gene-1180.2	augustus-Nitab15-processed-gene-502.10
maker-Nitab07-pred_gff_Mikado_loci-gene-198.0	maker-Nitab19-augustus-gene-1057.1
maker-Nitab05-augustus-gene-83.4	maker-Nitab19-augustus-gene-1079.0
maker-Nitab20-augustus-gene-1317.3	maker-Nitab15-augustus-gene-119.7
augustus-Nitab06-processed-gene-1365.2	maker-Nitab21-pred_gff_Mikado_loci-gene-428.1
maker-Nitab05-augustus-gene-348.1	maker-Nitab17-augustus-gene-92.18
maker-Nitab10-pred_gff_Mikado_loci-gene-237.1	maker-Nitab02-pred_gff_Mikado_loci-gene-184.2
maker-Nitab01-pred_gff_Mikado_loci-gene-238.2	maker-Nitab23-pred_gff_Mikado_loci-gene-391.16
maker-Nitab20-augustus-gene-606.0	maker-Nitab04-pred_gff_Mikado_loci-gene-347.1
maker-Nitab03-augustus-gene-1109.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1583.2
maker-Nitab10-augustus-gene-1366.1	maker-Nitab02-augustus-gene-1156.21
maker-Nitab06-augustus-gene-1797.6	maker-Nitab17-augustus-gene-97.40
augustus-Nitab14-processed-gene-24.19	maker-Nitab14-pred_gff_Mikado_loci-gene-55.0
maker-Nitab21-augustus-gene-88.0	maker-Nitab14-pred_gff_Mikado_loci-gene-1062.0
maker-Nitab03-augustus-gene-866.0	maker-Nitab17-pred_gff_Mikado_loci-gene-1164.18
augustus-Nitab05-processed-gene-1502.23	maker-Nitab12-pred_gff_Mikado_loci-gene-1185.21
maker-Nitab08-pred_gff_Mikado_loci-gene-1028.5	maker-Nitab22-pred_gff_Mikado_loci-gene-516.9
maker-Nitab01-augustus-gene-1603.18	maker-Nitab15-augustus-gene-796.2
maker-Nitab11-pred_gff_Mikado_loci-gene-737.5	maker-Nitab04-pred_gff_Mikado_loci-gene-596.1
maker-Nitab03-augustus-gene-828.5	maker-Nitab17-augustus-gene-482.2
maker-Nitab03-augustus-gene-654.2	maker-Nitab17-augustus-gene-933.9
maker-Nitab06-augustus-gene-304.7	maker-Nitab04-pred_gff_Mikado_loci-gene-857.0
maker-Nitab05-augustus-gene-1254.0	maker-Nitab15-augustus-gene-976.0
maker-Nitab16-augustus-gene-1139.2	augustus-Nitab13-processed-gene-1232.0
maker-Nitab17-augustus-gene-414.1	maker-Nitab18-augustus-gene-82.2
maker-Nitab01-augustus-gene-1915.0	maker-Nitab01-augustus-gene-1892.4
maker-Nitab06-augustus-gene-686.3	maker-Nitab19-augustus-gene-806.1
maker-Nitab11-augustus-gene-556.4	maker-Nitab13-augustus-gene-1265.6
maker-Nitab10-augustus-gene-1313.0	augustus-Nitab18-processed-gene-1420.1
maker-Nitab01-augustus-gene-442.2	maker-Nitab23-augustus-gene-527.10
augustus-Nitab10-processed-gene-784.6	maker-Nitab02-augustus-gene-723.42
maker-Nitab13-pred_gff_Mikado_loci-gene-787.9	maker-Nitab13-pred_gff_Mikado_loci-gene-778.11
augustus-Nitab08-processed-gene-4.7	augustus-Nitab22-processed-gene-349.23
maker-Nitab20-augustus-gene-1201.6	maker-Nitab15-augustus-gene-196.15
maker-Nitab08-augustus-gene-535.1	maker-Nitab22-pred_gff_Mikado_loci-gene-502.0
augustus-Nitab20-processed-gene-1463.3	augustus-Nitab15-processed-gene-12.3
maker-Nitab21-pred_gff_Mikado_loci-gene-499.2	maker-Nitab04-augustus-gene-553.30
maker-Nitab11-pred_gff_Mikado_loci-gene-1303.15	maker-Nitab11-augustus-gene-14.5
maker-Nitab03-pred_gff_Mikado_loci-gene-1209.8	maker-Nitab17-pred_gff_Mikado_loci-gene-1531.13
maker-Nitab21-pred_gff_Mikado_loci-gene-155.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1600.9
maker-Nitab20-augustus-gene-498.3	maker-Nitab24-pred_gff_Mikado_loci-gene-92.3
maker-Nitab18-augustus-gene-843.5	maker-Nitab09-augustus-gene-433.4
maker-Nitab06-augustus-gene-441.3	maker-Nitab04-augustus-gene-996.9
maker-Nitab10-pred_gff_Mikado_loci-gene-154.11	maker-Nitab24-pred_gff_Mikado_loci-gene-264.34
maker-Nitab19-augustus-gene-1541.0	maker-Nitab23-augustus-gene-997.0
maker-Nitab08-augustus-gene-1443.0	augustus-Nitab21-processed-gene-790.1
maker-Nitab22-augustus-gene-1954.4	maker-Nitab19-pred_gff_Mikado_loci-gene-153.2
maker-Nitab11-augustus-gene-824.3	maker-Nitab04-pred_gff_Mikado_loci-gene-766.0
maker-Nitab18-augustus-gene-65.2	maker-Nitab09-pred_gff_Mikado_loci-gene-1117.4
maker-Nitab01-pred_gff_Mikado_loci-gene-1667.4	maker-Nitab15-pred_gff_Mikado_loci-gene-353.4
maker-Nitab01-augustus-gene-1789.6	maker-Nitab23-augustus-gene-1315.7
maker-Nitab07-augustus-gene-199.6	augustus-Nitab19-processed-gene-1057.12
augustus-Nitab03-processed-gene-101.11	maker-Nitab09-pred_gff_Mikado_loci-gene-1007.5
maker-Nitab01-augustus-gene-1487.4	maker-Nitab23-augustus-gene-800.15
augustus-Nitab20-processed-gene-530.1	maker-Nitab17-pred_gff_Mikado_loci-gene-861.6
maker-Nitab01-augustus-gene-1082.4	maker-Nitab19-pred_gff_Mikado_loci-gene-1446.1
maker-Nitab08-pred_gff_Mikado_loci-gene-973.4	maker-Nitab22-pred_gff_Mikado_loci-gene-597.0
augustus-Nitab18-processed-gene-877.1	maker-Nitab12-augustus-gene-1148.9
maker-Nitab03-augustus-gene-1704.21	maker-Nitab17-augustus-gene-1252.8
maker-Nitab10-augustus-gene-668.0	maker-Nitab02-pred_gff_Mikado_loci-gene-101.13
augustus-Nitab07-processed-gene-366.3	maker-Nitab09-pred_gff_Mikado_loci-gene-1153.2
maker-Nitab21-augustus-gene-221.1	maker-Nitab14-augustus-gene-960.4
augustus-Nitab10-processed-gene-1054.27	maker-Nitab17-pred_gff_Mikado_loci-gene-1678.2
maker-Nitab17-augustus-gene-838.8	maker-Nitab17-augustus-gene-837.5
maker-Nitab11-augustus-gene-1435.0	maker-Nitab14-pred_gff_Mikado_loci-gene-76.20
augustus-Nitab13-processed-gene-1420.12	augustus-Nitab11-processed-gene-13.8
maker-Nitab01-pred_gff_Mikado_loci-gene-132.0	maker-Nitab23-pred_gff_Mikado_loci-gene-213.10
maker-Nitab07-augustus-gene-1528.0	maker-Nitab14-pred_gff_Mikado_loci-gene-59.6
maker-Nitab07-pred_gff_Mikado_loci-gene-684.1	maker-Nitab19-augustus-gene-1395.13
maker-Nitab22-pred_gff_Mikado_loci-gene-1478.10	maker-Nitab22-augustus-gene-31.10
maker-Nitab08-augustus-gene-171.2	maker-Nitab19-augustus-gene-403.2
augustus-Nitab03-processed-gene-1712.19	maker-Nitab24-augustus-gene-106.3
maker-Nitab16-pred_gff_Mikado_loci-gene-1438.1	maker-Nitab12-pred_gff_Mikado_loci-gene-1122.5
maker-Nitab06-augustus-gene-49.15	maker-Nitab04-augustus-gene-1319.11
augustus-Nitab11-processed-gene-852.16	augustus-Nitab09-processed-gene-197.1
maker-Nitab05-augustus-gene-1562.6	maker-Nitab19-augustus-gene-652.6
maker-Nitab11-augustus-gene-384.1	maker-Nitab13-augustus-gene-1085.5
augustus-Nitab05-processed-gene-98.3	maker-Nitab17-augustus-gene-1555.0
maker-Nitab22-augustus-gene-1134.5	augustus-Nitab22-processed-gene-1137.4
maker-Nitab05-augustus-gene-330.7	maker-Nitab24-augustus-gene-159.7
maker-Nitab05-pred_gff_Mikado_loci-gene-671.19	augustus-Nitab23-processed-gene-1082.1
maker-Nitab07-pred_gff_Mikado_loci-gene-169.51	maker-Nitab13-augustus-gene-27.17
maker-Nitab07-pred_gff_Mikado_loci-gene-137.39	augustus-Nitab15-processed-gene-148.29
augustus-Nitab08-processed-gene-37.5	maker-Nitab22-pred_gff_Mikado_loci-gene-393.4
maker-Nitab20-augustus-gene-362.6	maker-Nitab24-pred_gff_Mikado_loci-gene-433.5
maker-Nitab08-pred_gff_Mikado_loci-gene-730.0	maker-Nitab17-pred_gff_Mikado_loci-gene-276.0
augustus-Nitab05-processed-gene-1425.29	maker-Nitab15-pred_gff_Mikado_loci-gene-1080.23
maker-Nitab10-pred_gff_Mikado_loci-gene-206.0	maker-Nitab02-augustus-gene-156.1
maker-Nitab22-pred_gff_Mikado_loci-gene-2097.12	maker-Nitab18-augustus-gene-332.17
maker-Nitab05-augustus-gene-1122.8	maker-Nitab24-augustus-gene-367.15
maker-Nitab20-augustus-gene-1028.1	maker-Nitab15-pred_gff_Mikado_loci-gene-292.3
augustus-Nitab22-processed-gene-1551.15	maker-Nitab19-augustus-gene-1229.6
maker-Nitab11-augustus-gene-1446.13	maker-Nitab23-augustus-gene-1177.0
maker-Nitab11-pred_gff_Mikado_loci-gene-217.0	maker-Nitab13-pred_gff_Mikado_loci-gene-227.8
maker-Nitab03-augustus-gene-1417.6	maker-Nitab17-pred_gff_Mikado_loci-gene-1432.8
maker-Nitab18-augustus-gene-380.29	maker-Nitab04-pred_gff_Mikado_loci-gene-24.0
maker-Nitab10-pred_gff_Mikado_loci-gene-1160.0	maker-Nitab02-pred_gff_Mikado_loci-gene-1020.6
maker-Nitab05-augustus-gene-506.34	maker-Nitab21-augustus-gene-607.0
maker-Nitab07-pred_gff_Mikado_loci-gene-1415.0	maker-Nitab14-augustus-gene-149.1
maker-Nitab01-augustus-gene-1827.65	maker-Nitab01-pred_gff_Mikado_loci-gene-1868.40
maker-Nitab08-augustus-gene-1074.4	maker-Nitab22-pred_gff_Mikado_loci-gene-761.0
maker-Nitab06-augustus-gene-917.7	maker-Nitab19-augustus-gene-882.6
augustus-Nitab03-processed-gene-214.11	maker-Nitab17-augustus-gene-711.5
maker-Nitab05-augustus-gene-139.5	maker-Nitab24-augustus-gene-346.10
maker-Nitab22-pred_gff_Mikado_loci-gene-1757.2	maker-Nitab24-pred_gff_Mikado_loci-gene-229.2
augustus-Nitab06-processed-gene-472.5	maker-Nitab04-augustus-gene-846.2
maker-Nitab17-augustus-gene-363.2	maker-Nitab17-augustus-gene-592.1
maker-Nitab11-augustus-gene-1322.8	maker-Nitab11-pred_gff_Mikado_loci-gene-85.31
augustus-Nitab11-processed-gene-47.4	augustus-Nitab23-processed-gene-436.15
maker-Nitab03-augustus-gene-1715.58	augustus-Nitab17-processed-gene-1237.0
maker-Nitab18-augustus-gene-811.5	maker-Nitab09-augustus-gene-653.1
augustus-Nitab11-processed-gene-1162.6	maker-Nitab13-pred_gff_Mikado_loci-gene-996.7
augustus-Nitab13-processed-gene-1425.6	maker-Nitab02-pred_gff_Mikado_loci-gene-401.1
augustus-Nitab07-processed-gene-132.15	augustus-Nitab19-processed-gene-1078.17
maker-Nitab11-pred_gff_Mikado_loci-gene-1364.0	maker-Nitab13-augustus-gene-1201.4
maker-Nitab01-augustus-gene-309.15	maker-Nitab17-augustus-gene-790.0
maker-Nitab09-pred_gff_Mikado_loci-gene-74.11	maker-Nitab09-pred_gff_Mikado_loci-gene-198.10
maker-Nitab11-augustus-gene-271.0	maker-Nitab13-pred_gff_Mikado_loci-gene-1250.0
maker-Nitab11-augustus-gene-1141.1	maker-Nitab24-augustus-gene-268.14
maker-Nitab05-augustus-gene-1528.3	maker-Nitab15-pred_gff_Mikado_loci-gene-1131.11
maker-Nitab03-augustus-gene-1497.61	maker-Nitab17-pred_gff_Mikado_loci-gene-1392.7
augustus-Nitab16-processed-gene-374.15	maker-Nitab09-pred_gff_Mikado_loci-gene-757.2
maker-Nitab07-pred_gff_Mikado_loci-gene-392.0	maker-Nitab19-pred_gff_Mikado_loci-gene-1232.5
augustus-Nitab07-processed-gene-1251.4	maker-Nitab17-augustus-gene-659.0
maker-Nitab06-augustus-gene-1656.12	maker-Nitab22-augustus-gene-384.30
maker-Nitab20-augustus-gene-302.12	maker-Nitab20-pred_gff_Mikado_loci-gene-292.10
augustus-Nitab07-processed-gene-1149.4	maker-Nitab04-augustus-gene-1008.1
maker-Nitab07-pred_gff_Mikado_loci-gene-321.21	maker-Nitab19-augustus-gene-1132.5
maker-Nitab11-pred_gff_Mikado_loci-gene-1003.1	maker-Nitab13-pred_gff_Mikado_loci-gene-828.2
augustus-Nitab10-processed-gene-1181.3	maker-Nitab23-pred_gff_Mikado_loci-gene-1313.3
augustus-Nitab01-processed-gene-874.8	maker-Nitab23-pred_gff_Mikado_loci-gene-736.3
maker-Nitab08-pred_gff_Mikado_loci-gene-632.6	augustus-Nitab21-processed-gene-920.15
maker-Nitab08-augustus-gene-1725.7	augustus-Nitab21-processed-gene-973.2
maker-Nitab10-augustus-gene-23.2	maker-Nitab02-augustus-gene-4.1
augustus-Nitab17-processed-gene-1354.1	augustus-Nitab17-processed-gene-1330.2
maker-Nitab10-augustus-gene-1389.1	maker-Nitab02-augustus-gene-1181.5
maker-Nitab07-augustus-gene-87.17	maker-Nitab19-augustus-gene-754.11
maker-Nitab03-augustus-gene-632.5	maker-Nitab23-pred_gff_Mikado_loci-gene-1252.10
maker-Nitab16-augustus-gene-743.4	maker-Nitab12-augustus-gene-337.0
maker-Nitab20-augustus-gene-1116.14	maker-Nitab12-augustus-gene-802.1
maker-Nitab03-pred_gff_Mikado_loci-gene-762.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1759.24
maker-Nitab05-augustus-gene-396.32	maker-Nitab24-augustus-gene-26.5
maker-Nitab12-pred_gff_Mikado_loci-gene-740.8	augustus-Nitab12-processed-gene-744.9
maker-Nitab05-augustus-gene-1280.5	maker-Nitab15-pred_gff_Mikado_loci-gene-967.2
maker-Nitab06-pred_gff_Mikado_loci-gene-779.6	maker-Nitab02-pred_gff_Mikado_loci-gene-245.5
augustus-Nitab20-processed-gene-16.2	maker-Nitab13-augustus-gene-241.15
maker-Nitab07-augustus-gene-422.7	maker-Nitab13-augustus-gene-1282.8
maker-Nitab06-pred_gff_Mikado_loci-gene-172.18	maker-Nitab04-augustus-gene-1217.1
maker-Nitab16-pred_gff_Mikado_loci-gene-645.4	maker-Nitab12-augustus-gene-815.12
augustus-Nitab11-processed-gene-993.1	maker-Nitab21-augustus-gene-952.27
maker-Nitab18-augustus-gene-1090.11	maker-Nitab09-augustus-gene-507.2
maker-Nitab01-pred_gff_Mikado_loci-gene-1315.6	maker-Nitab23-pred_gff_Mikado_loci-gene-831.12
maker-Nitab10-augustus-gene-67.14	maker-Nitab17-augustus-gene-866.9
maker-Nitab05-pred_gff_Mikado_loci-gene-332.7	maker-Nitab24-augustus-gene-148.2
maker-Nitab05-augustus-gene-971.11	maker-Nitab24-pred_gff_Mikado_loci-gene-524.0
augustus-Nitab01-processed-gene-1783.0	maker-Nitab23-pred_gff_Mikado_loci-gene-1310.5
maker-Nitab18-pred_gff_Mikado_loci-gene-570.0	maker-Nitab11-pred_gff_Mikado_loci-gene-62.5
maker-Nitab01-pred_gff_Mikado_loci-gene-563.4	maker-Nitab22-pred_gff_Mikado_loci-gene-264.0
maker-Nitab06-augustus-gene-1441.4	maker-Nitab04-augustus-gene-472.4
maker-Nitab16-augustus-gene-619.8	maker-Nitab13-augustus-gene-93.9
maker-Nitab11-augustus-gene-1148.3	maker-Nitab13-pred_gff_Mikado_loci-gene-993.20
maker-Nitab10-pred_gff_Mikado_loci-gene-911.7	augustus-Nitab02-processed-gene-807.4
maker-Nitab20-augustus-gene-1204.2	maker-Nitab15-augustus-gene-195.6
maker-Nitab06-pred_gff_Mikado_loci-gene-917.0	maker-Nitab24-pred_gff_Mikado_loci-gene-357.3
maker-Nitab06-augustus-gene-48.1	augustus-Nitab04-processed-gene-1313.32
maker-Nitab07-pred_gff_Mikado_loci-gene-382.49	maker-Nitab24-pred_gff_Mikado_loci-gene-755.16
maker-Nitab22-pred_gff_Mikado_loci-gene-1970.15	maker-Nitab09-pred_gff_Mikado_loci-gene-1148.1
maker-Nitab06-pred_gff_Mikado_loci-gene-1444.0	maker-Nitab04-pred_gff_Mikado_loci-gene-385.3
maker-Nitab18-pred_gff_Mikado_loci-gene-969.2	maker-Nitab12-pred_gff_Mikado_loci-gene-1052.11
maker-Nitab07-pred_gff_Mikado_loci-gene-233.1	maker-Nitab13-pred_gff_Mikado_loci-gene-7.0
augustus-Nitab05-processed-gene-79.4	maker-Nitab24-pred_gff_Mikado_loci-gene-509.9
maker-Nitab05-augustus-gene-1293.4	maker-Nitab01-augustus-gene-1900.13
maker-Nitab08-pred_gff_Mikado_loci-gene-699.5	maker-Nitab22-pred_gff_Mikado_loci-gene-674.1
maker-Nitab03-augustus-gene-1407.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1450.0
maker-Nitab16-augustus-gene-1386.5	maker-Nitab12-augustus-gene-1061.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1441.22	maker-Nitab13-pred_gff_Mikado_loci-gene-73.8
maker-Nitab06-augustus-gene-1700.17	maker-Nitab23-augustus-gene-131.3
augustus-Nitab22-processed-gene-2057.0	maker-Nitab19-augustus-gene-58.4
augustus-Nitab16-processed-gene-1100.4	augustus-Nitab12-processed-gene-961.1
maker-Nitab06-augustus-gene-1186.8	maker-Nitab04-pred_gff_Mikado_loci-gene-591.13
augustus-Nitab11-processed-gene-284.1	maker-Nitab13-pred_gff_Mikado_loci-gene-1184.4
maker-Nitab16-augustus-gene-1104.6	maker-Nitab12-pred_gff_Mikado_loci-gene-946.84
maker-Nitab16-pred_gff_Mikado_loci-gene-1195.0	maker-Nitab12-pred_gff_Mikado_loci-gene-926.0
maker-Nitab08-augustus-gene-1114.7	maker-Nitab21-augustus-gene-331.1
maker-Nitab01-pred_gff_Mikado_loci-gene-464.11	maker-Nitab23-augustus-gene-367.0
maker-Nitab08-augustus-gene-1640.6	maker-Nitab17-augustus-gene-475.2
maker-Nitab22-augustus-gene-842.0	maker-Nitab17-augustus-gene-1276.8
maker-Nitab21-pred_gff_Mikado_loci-gene-498.0	maker-Nitab21-augustus-gene-415.3
maker-Nitab05-augustus-gene-26.1	maker-Nitab04-pred_gff_Mikado_loci-gene-360.2
maker-Nitab21-augustus-gene-129.0	maker-Nitab14-pred_gff_Mikado_loci-gene-222.17
maker-Nitab16-pred_gff_Mikado_loci-gene-1311.0	maker-Nitab12-pred_gff_Mikado_loci-gene-1010.3
maker-Nitab10-augustus-gene-1452.0	augustus-Nitab02-processed-gene-1233.17
maker-Nitab10-augustus-gene-112.3	maker-Nitab02-augustus-gene-100.5
maker-Nitab18-augustus-gene-674.9	maker-Nitab18-pred_gff_Mikado_loci-gene-720.1
maker-Nitab13-augustus-gene-26.14	maker-Nitab13-augustus-gene-18.14
maker-Nitab03-augustus-gene-941.2	maker-Nitab17-augustus-gene-1738.4
maker-Nitab08-pred_gff_Mikado_loci-gene-1364.5	maker-Nitab21-pred_gff_Mikado_loci-gene-602.7
maker-Nitab10-augustus-gene-1096.1	maker-Nitab01-pred_gff_Mikado_loci-gene-1900.3
maker-Nitab08-augustus-gene-1246.3	maker-Nitab04-augustus-gene-45.16
maker-Nitab07-pred_gff_Mikado_loci-gene-978.3	maker-Nitab22-pred_gff_Mikado_loci-gene-483.12
maker-Nitab21-pred_gff_Mikado_loci-gene-98.3	maker-Nitab17-pred_gff_Mikado_loci-gene-1401.5
maker-Nitab03-augustus-gene-845.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1156.1
maker-Nitab08-pred_gff_Mikado_loci-gene-507.20	maker-Nitab22-pred_gff_Mikado_loci-gene-468.6
augustus-Nitab11-processed-gene-590.1	maker-Nitab13-pred_gff_Mikado_loci-gene-1013.2
maker-Nitab11-augustus-gene-1258.6	maker-Nitab13-pred_gff_Mikado_loci-gene-204.0
maker-Nitab16-pred_gff_Mikado_loci-gene-1130.7	maker-Nitab09-pred_gff_Mikado_loci-gene-316.6
maker-Nitab06-augustus-gene-85.9	maker-Nitab13-augustus-gene-252.5
maker-Nitab08-pred_gff_Mikado_loci-gene-1218.13	maker-Nitab04-augustus-gene-507.11
maker-Nitab08-pred_gff_Mikado_loci-gene-1031.6	maker-Nitab23-pred_gff_Mikado_loci-gene-77.12
maker-Nitab10-augustus-gene-533.3	maker-Nitab22-augustus-gene-691.1
maker-Nitab07-pred_gff_Mikado_loci-gene-397.0	maker-Nitab19-augustus-gene-1180.20
maker-Nitab03-augustus-gene-616.15	maker-Nitab17-augustus-gene-966.13
maker-Nitab01-pred_gff_Mikado_loci-gene-235.1	augustus-Nitab13-processed-gene-150.6
maker-Nitab05-augustus-gene-327.3	maker-Nitab02-pred_gff_Mikado_loci-gene-212.1
maker-Nitab22-augustus-gene-2014.0	augustus-Nitab19-processed-gene-84.1
augustus-Nitab03-processed-gene-1713.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1241.9
maker-Nitab06-pred_gff_Mikado_loci-gene-1219.18	maker-Nitab09-pred_gff_Mikado_loci-gene-1043.0
maker-Nitab08-augustus-gene-1397.10	maker-Nitab21-pred_gff_Mikado_loci-gene-640.0
augustus-Nitab07-processed-gene-1430.1	maker-Nitab22-augustus-gene-631.17
maker-Nitab09-augustus-gene-947.7	augustus-Nitab19-processed-gene-1173.10
maker-Nitab11-augustus-gene-1421.9	maker-Nitab03-pred_gff_Mikado_loci-gene-1690.3
maker-Nitab07-pred_gff_Mikado_loci-gene-1312.5	maker-Nitab14-pred_gff_Mikado_loci-gene-229.2
maker-Nitab22-augustus-gene-1954.6	augustus-Nitab09-processed-gene-962.14
maker-Nitab01-pred_gff_Mikado_loci-gene-1423.19	augustus-Nitab23-processed-gene-899.8
maker-Nitab06-augustus-gene-1801.14	maker-Nitab17-augustus-gene-100.14
augustus-Nitab11-processed-gene-1192.1	maker-Nitab11-pred_gff_Mikado_loci-gene-106.2
maker-Nitab06-augustus-gene-550.5	maker-Nitab13-pred_gff_Mikado_loci-gene-660.5
maker-Nitab06-augustus-gene-1737.4	maker-Nitab21-augustus-gene-954.7
maker-Nitab08-augustus-gene-1205.3	maker-Nitab21-augustus-gene-399.1
maker-Nitab07-pred_gff_Mikado_loci-gene-843.0	maker-Nitab14-pred_gff_Mikado_loci-gene-490.0
maker-Nitab20-augustus-gene-856.7	maker-Nitab17-pred_gff_Mikado_loci-gene-1054.23
augustus-Nitab09-processed-gene-98.12	maker-Nitab18-pred_gff_Mikado_loci-gene-1394.6
maker-Nitab03-augustus-gene-1618.4	maker-Nitab03-augustus-gene-1339.2
maker-Nitab11-pred_gff_Mikado_loci-gene-1451.1	maker-Nitab23-pred_gff_Mikado_loci-gene-1206.6
maker-Nitab16-pred_gff_Mikado_loci-gene-198.4	maker-Nitab12-augustus-gene-76.8
maker-Nitab18-augustus-gene-576.0	augustus-Nitab09-processed-gene-771.26
maker-Nitab07-augustus-gene-752.6	maker-Nitab23-pred_gff_Mikado_loci-gene-941.0
maker-Nitab20-pred_gff_Mikado_loci-gene-1316.0	augustus-Nitab04-processed-gene-149.18
maker-Nitab03-pred_gff_Mikado_loci-gene-1015.1	maker-Nitab17-augustus-gene-1649.3
maker-Nitab08-augustus-gene-754.1	maker-Nitab04-pred_gff_Mikado_loci-gene-913.0
maker-Nitab06-augustus-gene-1648.14	maker-Nitab04-augustus-gene-733.2
maker-Nitab16-pred_gff_Mikado_loci-gene-1007.0	maker-Nitab12-pred_gff_Mikado_loci-gene-830.6
augustus-Nitab06-processed-gene-1740.10	maker-Nitab17-augustus-gene-1374.22
maker-Nitab03-augustus-gene-557.10	maker-Nitab04-augustus-gene-338.3
maker-Nitab05-augustus-gene-312.9	maker-Nitab10-augustus-gene-256.4
maker-Nitab01-augustus-gene-7.14	maker-Nitab23-augustus-gene-22.9
maker-Nitab05-augustus-gene-318.5	maker-Nitab24-augustus-gene-135.9
maker-Nitab17-augustus-gene-390.12	maker-Nitab17-augustus-gene-282.3
maker-Nitab06-augustus-gene-871.11	maker-Nitab19-augustus-gene-818.14
maker-Nitab20-augustus-gene-789.12	maker-Nitab13-pred_gff_Mikado_loci-gene-112.3
augustus-Nitab07-processed-gene-645.3	augustus-Nitab19-processed-gene-1401.2
maker-Nitab13-augustus-gene-933.0	maker-Nitab21-pred_gff_Mikado_loci-gene-939.9
maker-Nitab03-augustus-gene-1140.12	augustus-Nitab17-processed-gene-1558.3
maker-Nitab17-augustus-gene-901.22	maker-Nitab17-pred_gff_Mikado_loci-gene-1636.0
maker-Nitab05-augustus-gene-278.2	maker-Nitab02-pred_gff_Mikado_loci-gene-331.24
maker-Nitab03-augustus-gene-1560.4	maker-Nitab17-pred_gff_Mikado_loci-gene-1289.16
maker-Nitab08-augustus-gene-722.1	maker-Nitab22-augustus-gene-688.7
maker-Nitab21-pred_gff_Mikado_loci-gene-21.3	maker-Nitab14-pred_gff_Mikado_loci-gene-1128.0
maker-Nitab19-augustus-gene-690.9	maker-Nitab04-augustus-gene-346.17
maker-Nitab08-augustus-gene-299.0	maker-Nitab22-augustus-gene-259.12
augustus-Nitab01-processed-gene-349.1	maker-Nitab23-pred_gff_Mikado_loci-gene-467.4
maker-Nitab10-augustus-gene-1041.7	maker-Nitab02-augustus-gene-928.9
augustus-Nitab03-processed-gene-1045.2	augustus-Nitab17-processed-gene-1624.1
maker-Nitab20-augustus-gene-453.3	maker-Nitab02-augustus-gene-1218.37
maker-Nitab05-pred_gff_Mikado_loci-gene-537.1	maker-Nitab15-augustus-gene-624.2
maker-Nitab07-pred_gff_Mikado_loci-gene-110.8	maker-Nitab19-augustus-gene-933.24
maker-Nitab11-augustus-gene-341.3	maker-Nitab13-pred_gff_Mikado_loci-gene-1111.1
maker-Nitab06-augustus-gene-1210.1	maker-Nitab04-augustus-gene-574.7
maker-Nitab03-pred_gff_Mikado_loci-gene-1141.2	maker-Nitab17-pred_gff_Mikado_loci-gene-675.5
maker-Nitab20-pred_gff_Mikado_loci-gene-522.13	maker-Nitab24-pred_gff_Mikado_loci-gene-546.8
maker-Nitab08-pred_gff_Mikado_loci-gene-219.0	maker-Nitab22-pred_gff_Mikado_loci-gene-38.21
maker-Nitab07-augustus-gene-1518.29	maker-Nitab14-augustus-gene-86.9
maker-Nitab07-pred_gff_Mikado_loci-gene-1467.14	maker-Nitab19-augustus-gene-1149.12
